numero,date,code,annee,titre,mode,type,entité,sous-entité,montant,devise,taxes,titulaire
432,2012-11-29,F1667/12,2012,"Fourniture de consommables pour bloc opératoire, spécialités chirurgicales, dentisterie et endoscopie en 07 lots (lot 5: article 1 à 34)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar, HPD,3598150.00,F CFA,HD-HT,DELTA MEDICAL
435,2012-11-29,F1669/12,2012,"Fourniture de consommables pour bloc opératoire, spécialités chirurgicales, dentisterie et endoscopie en 07 lots (lot 2: sl 4;sl 6; sl 7; sl 8; )",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar, HPD,9604900.00,F CFA,HD-HT,DIAHONOR
437,2012-11-29,F1670/12,2012,"Fourniture de consommables pour bloc opératoire, spécialités chirurgicales, dentisterie et endoscopie en 07 lots (lot 7: art 4.7.8.10.11.12.18.19.23.2 4.25.51.52.53.54.55)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,5319000.00,F CFA,HD-HT,Science & Technology Engineering (STE)
436,2012-11-29,F1671/12,2012,Acquisition d'imprimés spéciaux et d'imprimés sécurisés (lot 1),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances ,,92262500.00,F CFA,TTC,GAEL Imprimerie
438,2012-11-29,F1672/12,2012,Acquisition d'imprimés spéciaux et d'imprimés sécurisés (lot 2),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGID,78448170.00,F CFA,TTC,CEMPA
439,2012-11-29,F1673/12,2012,"Fourniture de consommables pour bloc opératoire, spécialités chirurgicales, dentisterie et endoscopie en 07 lots (lot 1: sl 1;sl 2; sl 3 lot 3: sl 1; sl 2; sl 3; sl 4; sl 5; sl 6)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar, HPD,28224180.00,F CFA,HD-HT,Entreprise Amadou DAFF
440,2012-11-29,F1674/12,2012,"Fourniture de consommables pour bloc opératoire, spécialités chirurgicales, dentisterie et endoscopie en 07 lots (lot 7: art 31.32.33.36.37.40.41)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,5946300.00,F CFA,HD-HT,Matériel Hospitalier sa (MHO)
441,2012-11-29,F1675/12,2012,"Fourniture de consommables pour bloc opératoire, spécialités chirurgicales, dentisterie et endoscopie en 07 lots (lot 7: art 13.34.56.57.59.60.61.62.6 3.)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar, HPD,2082150.00,F CFA,HD-HT,Société de Fourniture de Matériels (SFM)
442,2012-11-29,F1676/12,2012,"Fourniture et installation d'équipements médico techniques pour les Centres de santé de Saraya, Makacoulibantang et Dianké Makha (lot 3)",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,280788954.00,F CFA,HD-HT,Afrique Conception Distribution
425,2012-11-29,F1679/12,2012,Fournitures de tuyaux et accessoires,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,26792000.00,F CFA,HD-HT,NOHINE MAR SA
443,2012-11-29,F1680/12,2012,Entretien et réparation véhicules et motopompes,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,49999072.00,F CFA,TTC,Keur Mame DIARRA
444,2012-11-29,F1684/12,2012,Fourniture de matériel didactique et de mobilier et matériel de bureau (lot 1: matériel didactique),Appel d'offres ouvert,Fournitures,Ministère des Infrastructures et des Transports,,11098213.00,F CFA,TTC,Touré Equipements
421,2012-11-29,F1685/12,2012,"Acquisition de mobiliers, matériels et matériels informatiques au profit de la DAGE (lots 1; 2 et 3)",Appel d'offres ouvert,Fournitures,Ministère de l'Intérieur ,,49943500.00,F CFA,TTC,OFFICE CHOICE
446,2012-11-29,F1686/12,2012,Acquisition de 03 véhicules type berline (lot 1) & 2 véhicules types station wagon (lot 2),Appel d'offres ouvert,Fournitures,Ministère de l'Intérieur ,,98816000.00,F CFA,TTC,CFAO Motors Sénégal
445,2012-11-29,F1687/12,2012,Fourniture de matériel didactique et de mobilier et matériel de bureau (lot 2: mobilier et matériel de bureau),Appel d'offres ouvert,Fournitures,Ministère des Infrastructures et des Transports,,8584909.00,F CFA,TTC,Master Office
431,2012-11-29,T1665/12,2012,"Pompage des eaux de pluie sur la route nationale 1, sur la Niaye ELTON et déplacement du dispositif de pompage",Entente directe,Travaux,Ministère de l'Hydraulique et de l'Assainissement, DAGE,232420450.00,F CFA,TTC,Eiffage Sénégal SA
433,2012-11-29,T1666/12,2012,"Travaux de création de bâches au droit des exutoires et des pompes des lacs Thiourour, Wourouwaye et Wouye",Entente directe,Travaux,Ministère de l'Hydraulique et de l'Assainissement, DAGE,177035400.00,F CFA,TTC,Eiffage Sénégal SA
434,2012-11-29,T1668/12,2012,Travaux d'extension des locaux de l'Inspection d'Académie de Dakar,Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,47054664.00,F CFA,TTC,KFE
419,2012-11-29,T1677/12,2012,"Travaux d'extension, de maintenance et de densification du réseau d'éclairage public de Pikine",Appel d'offres ouvert,Travaux,Mairie de Pikine,,149314545.00,F CFA,TTC,Entreprise générale d'Equipement et de Services (EGES)
424,2012-11-29,T1678/12,2012,Remblaiement,Entente directe,Travaux,Ministère de l'Intérieur , DAGE,50994880.00,F CFA,TTC,GIE B- FOURNITURE
7,2012-11-30,F0034/12/KL,2012,Acquisition de médicaments et de produits pharmaceutiques,Entente directe,Fournitures,District sanitaire de KAFFRINE,,11700000.00,F CFA,HT,Pharmacie Nationale d'Approvisionnement (PNA)
448,2012-11-30,F1692/12,2012,Fourniture de matériels et mobiliers de bureau au profit de l'IGE (lot 1),Appel d'offres ouvert,Fournitures,Secrétariat Général de la Présidence de la République,,19492798.00,F CFA,TTC,CRISTABEL DIFFUSION
456,2012-12-03,C1696/12,2012,Elaboration de la politique nationale des zones humides du Sénégal,DP/LR,Prestations intellectuelles,Ministère de l'Ecologie et de la Protection de la Nature, DPN,130860890.00,F CFA,TTC,WETLANDS INTERNATIONAL AFRIQUE
450,2012-12-03,F1688/12,2012,"Equipement des IDEN, Directions, Services du MEN en matériel et mobilier de bureau (lot 1: mobilier de bureau)",Appel d'offres ouvert,Fournitures,Ministère de l'Education Nationale,,41512400.00,F CFA,TTC,DABAKH OFFICE SARL
451,2012-12-03,F1689/12,2012,"Fourniture de trappes à vibrion, de produits d'hygiène et de produits d'entretien destinés à la DAGE du MSAS (lot n°3: produits d'entretien)",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,30000000.00,F CFA,TTC,FANTY PROMO INVESTS
452,2012-12-03,F1690/12,2012,"Fourniture de matériels de transport, de service et de fonctionnement",Appel d'offres ouvert,Fournitures,Ministère de l'Elevage,,32000000.00,F CFA,TTC,CCBM INDUSTRIES
449,2012-12-03,F1691/12,2012,Fourniture d'un véhicule 4X4 station wagon et de sept (07) véhicules berlines: lot 1,Appel d'offres ouvert,Fournitures,Ministère des Infrastructures et des Transports,,111650000.00,F CFA,TTC,MATFORCE
453,2012-12-03,F1693/12,2012,Fourniture de mobilier et matériel de bureau (lot 1: mobilier de bureau),Appel d'offres ouvert,Fournitures,"Ministère du Commerce, de l'Industrie et de l'Artisanat",,11493200.00,F CFA,TTC,SEN-CADUCET
454,2012-12-03,F1694/12,2012,Fourniture de mobilier et matériel de bureau (lot 2: matériel de bureau),Appel d'offres ouvert,Fournitures,"Ministère du Commerce, de l'Industrie et de l'Artisanat", DAGE,13334000.00,F CFA,TTC,SEN-CADUCET
455,2012-12-03,T1695/12,2012,Construction de voie d'accès pour la zone de recasement de keur Massar/Tivaouane Peulh,Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,348023925.00,F CFA,TTC,GENITE Sarl
457,2012-12-04,F1697/12,2012,Acquisition de véhicules (lot 2 : deux (02) camionnettes double cabine 4X4 diesel),Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture et de l'Equipement rural,,22000000.00,F CFA,TTC,CCBM INDUSTRIES
458,2012-12-04,F1698/12,2012,Acquisition de véhicules (lot 1: un (01) véhicule TOYOTA FORTUNER VX station wagon 4X4 diesel),Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture et de l'Equipement rural, PMIA,26135200.00,F CFA,TTC,CFAO Motors Sénégal
459,2012-12-04,F1699/12,2012,Fourniture et installation d'équipements médicaux dans 13 postes de santé des régions de Ziguinchor et Sédhiou (lot 1: mobilier de bureau),Appel d'offres ouvert,Fournitures,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,23569071.00,F CFA,HD-HT,OFFICE CHOICE
460,2012-12-04,F1700/12,2012,Fourniture et installation d'équipements médicaux dans 13 postes de santé des régions de Ziguinchor et Sédhiou (lot 2: mobilier hospitalier),Appel d'offres ouvert,Fournitures,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,39403030.00,F CFA,HD-HT,MEDICAL PARTNER
461,2012-12-04,F1701/12,2012,Fourniture et installation d'équipements médicaux dans 13 postes de santé des régions de Ziguinchor et Sédhiou (lot 3: instruments),Appel d'offres ouvert,Fournitures,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP, PADERCA,14680677.00,F CFA,HD-HT,MEDICAL PARTNER
462,2012-12-04,F1702/12,2012,"Avenant n°1 au marché F0065/12 relatif à la fourniture de médicaments essentiels, matériels et consommables médico-pharmaceutiques, réactifs de laboratoire, vaccins, produits dentaires et médicaments antirétroviraux",Avenant de renouvellement,Fournitures,Pharmacie Nationale d'approvisionnement , PNA,3630721.00,F CFA,HD-HT,VYGON
463,2012-12-04,F1703/12,2012,"Avenant au marché F269/11 relatif à la fourniture de médicaments antirétroviraux, matériels et réactifs de laboratoires",Avenant de renouvellement,Fournitures,Pharmacie Nationale d'approvisionnement , PNA,39445804.00,F CFA,HD-HT,Laboratoires LAFRAN
478,2012-12-05,F1720/12,2012,Acquisition d'un (01) véhicule 4x4 station wagon,Appel d'offres ouvert,Fournitures,Ministère de l'Environnement et du Développement durable,,23700000.00,F CFA,HD-HT,CFAO Motors Sénégal
464,2012-12-05,T1706/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 6),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale,,19254854.00,F CFA,TTC,SEDIMAT SARL
465,2012-12-05,T1707/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 5),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,21859757.00,F CFA,TTC,TCHILMA BUILDING SUARL
466,2012-12-05,T1708/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 4),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,30001798.00,F CFA,TTC,PRESTA FET Suarl
467,2012-12-05,T1709/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 3),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,9062898.00,F CFA,TTC,GIE WaKeur Serigne Mbacké Madina
468,2012-12-05,T1710/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 2),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,27866359.00,F CFA,TTC,SOCOTIP
469,2012-12-05,T1711/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 9),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,26383443.00,F CFA,TTC,SARSARA CONSTRUCTION
470,2012-12-05,T1712/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 12),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,32865124.00,F CFA,TTC,GIE THIAYTOU
471,2012-12-05,T1713/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 8),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,25985670.00,F CFA,TTC,GIE Les Entreprises ALLYS
472,2012-12-05,T1714/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 7),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,24937316.00,F CFA,TTC,GCEE
473,2012-12-05,T1715/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot:1),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,21227858.00,F CFA,TTC,GIE M et K Services
475,2012-12-05,T1716/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 10),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,21988293.00,F CFA,TTC,Société Sénégalaise de Bâtiments (SSB)
474,2012-12-05,T1717/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 13),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,17048868.00,F CFA,TTC,EBRG
476,2012-12-05,T1718/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 16),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,24871863.00,F CFA,TTC,GROUPE MA Sarl
477,2012-12-05,T1719/12,2012,Travaux de réhabilitation des infrastructures scolaires et murs de clôture dans les établissements scolaires du Sénégal (lot: 14),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale, DCS,34193025.00,F CFA,TTC,PRESS HIGH TECH
481,2012-12-06,C1724/12,2012,Sélection d'un consultant pour élaborer un guide d'évaluation des projets suivant la méthode coût-avantages,DP/LR,Prestations intellectuelles,Ministère de l'Economie et des Finances , PCRBF,71243816.00,F CFA,TTC,IDEA INTERNATIONAL
484,2012-12-06,C1727/12,2012,Études architecturales et le suivi des travaux d'extension de l'Université de Ziguinchor,Appel d'offres ouvert,Prestations intellectuelles,Agence de Construction des Bâtiments et Edifices Publics,,215325275.00,F CFA,TTC,Groupement COMETE International/ Groupement d'Architectes Mohamed Ali BEN Soltane et Mourad ZOGHLAMI
491,2012-12-06,F1722/12,2012,Fourniture et installation de matériel de chaîne de froid destiné aux districts sanitaires du Sénégal et achat de pièces de rechange pour les appareils existants en deux (02) lots : lot 1,Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale, DAGE,257670378.00,F CFA,TTC,Afrique Conception Distribution
492,2012-12-06,F1723/12,2012,Acquisition de matériels scientifiques destinés aux collèges,Appel d'offres ouvert,Fournitures,Ministère de l'Education Nationale, DAGE,564595217.00,F CFA,TTC,Unitrade
482,2012-12-06,F1725/12,2012,Acquisition de deux (02) véhicules tout terrain 4x4 station wagon châssis,Appel d'offres ouvert,Fournitures,"Ministère de la Femme, de l'Enfant et de l'Entrepreneuriat féminin",,55952000.00,F CFA,TTC,CFAO Motors Sénégal
485,2012-12-06,F1728/12,2012,"Foruniture de matériels informatiques (lots 1, 3 et 6)",Appel d'offres ouvert,Fournitures,Port Autonome de Dakar (PAD),,28442130.00,F CFA,TTC,OUMOU INFORMATIQUE SUARL
487,2012-12-06,F1730/12,2012,Foruniture de matériels informatiques (lots 4 et 5),Appel d'offres ouvert,Fournitures,Port Autonome de Dakar (PAD),,5161320.00,F CFA,TTC,ABM TECHNOLOGIES
488,2012-12-06,F1731/12,2012,Entretien et réparation de véhicules,Entente directe,Fournitures,Secrétariat Général de la Présidence de la République, SG,15000000.00,F CFA,TTC,SERA
480,2012-12-06,F1732/12,2012,Entretien et réparation de véhicules,Entente directe,Fournitures,Secrétariat Général de la Présidence de la République, SG,20000000.00,F CFA,TTC,CCBM Automobile
490,2012-12-06,F1734/12,2012,Fourniture de matériels d'insémination et d'injection,Appel d'offres ouvert,Fournitures,Ministère de l'Elevage,,37632890.00,F CFA,TTC,SOPRODEL
489,2012-12-06,S1733/12,2012,"Contrôle de la qualité de l'eau distribuée par la SDE dans les régions de Kaolack, Fatick, Kaffrine et Diourbel",Appel d'offres ouvert,Services courants,Société Nationale des Eaux du Sénégal (SONES),,23150081.00,F CFA,TTC,CARITAS KAOLACK
483,2012-12-06,T1726/12,2012,Travaux d'achèvement de l'éclairage public de Fatick,Appel d'offres ouvert,Travaux,Ministère de l'Urbanisme et de l'Habitat ,,703207781.00,F CFA,TTC,Les Spécialistes de l'Energie (LSE)
486,2012-12-06,T1729/12,2012,Travaux d'entretien courant des routes en terres dans les Régions de Thiès et Diourbel (Lot 1: Région de Thiès: Contournement Sud de Thiès et Thiadiaye-Ngéniène),Appel d'offres ouvert,Travaux,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,55697787.00,F CFA,TTC,TRGC
8,2012-12-07,T0035/12/KL,2010,Construction de sept (07) salles de classe,Appel d'offres ouvert,Travaux,Communauté rurale de BASSOUL,,39844840.00,F CFA,TTC,Entreprise Wa Keur Maodo Malick
